title,url,source,category,college,location,description,department,specialization,systemGroup
"Open Rank Tenure-System Faculty Position in Organizations, Strategy and International Management",https://jobs.utdallas.edu/postings/30880,TX,Faculty,University of Texas at Dallas,"Richardson, TX",,,,Texas
"Open Rank Tenure-Track Faculty, Modern Swine Production",https://illinois.csod.com/ux/ats/careersite/1/home/requisition/16301?c=illinois,IL,Faculty,University of Illinois Urbana-Champaign,"Champaign, IL",,,,
Open Rank Tenured Faculty of Counselor Education (Associate Professor/Professor),https://jobs.shu.edu/cw/en-us/job/497080/open-rank-tenured-faculty-of-counselor-education-associate-professorprofessor,NJ,Faculty,Seton Hall University,"Seton Hall University, NJ",,,,
Open Rank Tenured or Tenure-Track Faculty Position in Occupational Therapy Region: Southern Tier Open until filled,http://binghamton.interviewexchange.com/jobofferdetails.jsp?JOBID=197160,NY,Faculty,Binghamton University (SUNY),"Binghamton University (SUNY), NY",,,,New York Public
Open Rank Tenured or Tenure-Track Faculty Position in Physical Therapy Region: Southern Tier Open until filled,http://binghamton.interviewexchange.com/jobofferdetails.jsp?JOBID=187269,NY,Faculty,Binghamton University (SUNY),"Binghamton University (SUNY), NY",,,,New York Public
Open Rank Tenured or Tenure-Track Faculty Position in the School of Nursing Region: Southern Tier Open until filled,http://binghamton.interviewexchange.com/jobofferdetails.jsp?JOBID=187268,NY,Faculty,Binghamton University (SUNY),"Binghamton University (SUNY), NY",,,,New York Public
Open Rank Tenured or Tenure-Track Faculty Position Region: Southern Tier Open until filled,http://binghamton.interviewexchange.com/jobofferdetails.jsp?JOBID=190535,NY,Faculty,Binghamton University (SUNY),"Binghamton University (SUNY), NY",,,,New York Public
Open Rank-Assistant/Associate Professor SPA,https://unm.csod.com/ux/ats/careersite/18/home/requisition/34195?c=unm,NM,Faculty,University of New Mexico,"Albuquerque, NM",,,,
Open Rank-Clinical Assistant Professor/Clinical Associate Professor of Nursing,https://facultycareers.gsu.edu/postings/6472,GA,Faculty,Georgia State University,"Atlanta, GA",,Nursing,Nursing,Georgia
Open Rank-Clinical Instructor/Clinical Assistant Professor/Clinical Associate Professor of Nursing,https://facultycareers.gsu.edu/postings/6419,GA,Faculty,Georgia State University,"Atlanta, GA",,Nursing,Nursing,Georgia
Open Rank-Faculty — Medicine-Internal Medicine - 411430,https://unc.peopleadmin.com/postings/311460,NC,Faculty,UNC-Chapel Hill,"Chapel Hill, NC",,Medicine-Internal Medicine,Medicine-Internal Medicine,
Open Rank-Open Advanced Specialty Clinical Faculty Positions Region: Southern Tier Open until filled,http://binghamton.interviewexchange.com/jobofferdetails.jsp?JOBID=194170,NY,Faculty,Binghamton University (SUNY),"Binghamton University (SUNY), NY",,,,New York Public
Open Rank-Open Track Faculty — Med-Infectious Diseases - 411460,https://unc.peopleadmin.com/postings/299673,NC,Faculty,UNC-Chapel Hill,"Chapel Hill, NC",,Med-Infectious Diseases,Med-Infectious Diseases,
Open Rank-Tenure-Track Assistant/Associate or Full Professor in Exercise Science,https://www.sujobopps.com/postings/112158,NY,Faculty,Syracuse University,"Syracuse University, NY",,Exercise Science,Exercise Science,New York Public
Open Rank-Tenure-Track Assistant/Associate or Full Professor in Sport Management,https://www.sujobopps.com/postings/111453,NY,Faculty,Syracuse University,"Syracuse University, NY",,Sport Management,Sport Management,New York Public
"Open Rank, Continuing Track Faculty, Medical & Molecular Sciences-Biotechnology",https://careers.udel.edu/cw/en-us/job/502433/open-rank-continuing-track-faculty-medical-molecular-sciencesbiotechnology,DE,Faculty,University of Delaware,"Newark, DE",,,,
"Open Rank, Continuing Track Faculty, Nutrition",https://careers.udel.edu/cw/en-us/job/502515/open-rank-continuing-track-faculty-nutrition,DE,Faculty,University of Delaware,"Newark, DE",,,,
"Open Rank, Non-Tenure Track Clinical Faculty Position Region: Southern Tier Open until filled",http://binghamton.interviewexchange.com/jobofferdetails.jsp?JOBID=194444,NY,Faculty,Binghamton University (SUNY),"Binghamton University (SUNY), NY",,,,New York Public
"Open Rank, Non-Tenure Track Faculty Position in Information Systems",https://jobs.utdallas.edu/postings/30801,TX,Faculty,University of Texas at Dallas,"Richardson, TX",,,,Texas
"Open Rank, Open Specialty Tenured or Tenure-Track Faculty Position Region: Southern Tier Open until filled",http://binghamton.interviewexchange.com/jobofferdetails.jsp?JOBID=173566,NY,Faculty,Binghamton University (SUNY),"Binghamton University (SUNY), NY",,,,New York Public
"Open Rank, Tenure-Eligible Faculty Position in Health Humanities & Bioethics",https://apply.interfolio.com/176623,NY,Faculty,University of Rochester,"Rochester, NY","The Department of Health Humanities &amp; Bioethics in the University of Rochester School of Medicine and Dentistry (URSMD) seeks to recruit a faculty member (open rank) for a tenure eligible position in Health Humanities &amp; Bioethics with specific focus on ELSI genetics, neuroethics, AI ethics, or research ethics. In 1984, the University of Rochester was among the first medical schools to create a formal Division of Medical Humanities &amp; Bioethics as a natural outgrowth of the school's signature biopsychosocial model to solidify the presence of the humanities in the medical school curriculum. In December 2021, the Division became a formal department of Health Humanities and Bioethics (HHBE) with the aim to become nationally recognized for active engagement and contributions to the advancement of ethical, just, and humanistic health care, and for education and training in health humanities and bioethics. The successful candidate will join an interdisciplinary faculty group with training in the humanities, social sciences, ethics, and law. The faculty engage in scholarship, clinical and community service, and the teaching of graduate students, medical students and other trainees in the health professions. The candidate will have a PhD or equivalent terminal degree in philosophy, bioethics or anthropology. Approximately 50% of effort will be devoted to scholarship.",,,New York Public
"Open Rank, Tenure-Eligible Faculty Position in Health Humanities & Bioethics",https://apply.interfolio.com/176624,NY,Faculty,University of Rochester,"Rochester, NY","The Department of Health Humanities &amp; Bioethics in the University of Rochester School of Medicine and Dentistry (URSMD) seeks to recruit a faculty member (open rank) for a tenure eligible position in Health Humanities &amp; Bioethics with specific focus on ELSI genetics, neuroethics, AI ethics, or research ethics. In 1984, the University of Rochester was among the first medical schools to create a formal Division of Medical Humanities &amp; Bioethics as a natural outgrowth of the school's signature biopsychosocial model to solidify the presence of the humanities in the medical school curriculum. In December 2021, the Division became a formal department of Health Humanities and Bioethics (HHBE) with the aim to become nationally recognized for active engagement and contributions to the advancement of ethical, just, and humanistic health care, and for education and training in health humanities and bioethics. The successful candidate will join an interdisciplinary faculty group with training in the humanities, social sciences, ethics, and law. The faculty engage in scholarship, clinical and community service, and the teaching of graduate students, medical students and other trainees in the health professions. The candidate will have a PhD or equivalent terminal degree in philosophy, bioethics or anthropology. Approximately 50% of effort will be devoted to scholarship.",,,New York Public
"Open Rank, Tenure-Track or Tenured Faculty Positions in Biomedical Engineering, Bioinformatics, and/or Health Informatics",https://indiana.peopleadmin.com/postings/32290,IN,Faculty,Indiana University,"Bloomington, IN",,,,Indiana
Open Rank: Assistant or Associate Professor - Multimedia Journalism,https://morgan.peopleadmin.com/postings/8270,MD,Faculty,Morgan State University,"Baltimore, MD",,Multimedia Journalism,Multimedia Journalism,Maryland
Open Rank: Assistant Professor of Ophthalmology at CUMC/Associate Professor of Ophthalmology at CUMC/Professor of Ophthalmology at CUMC,https://apply.interfolio.com/162946,NY,Faculty,Columbia University,"Columbia University, NY","Columbia University Irving Medical Center and Vagelos College of Physicians &amp; Surgeons is seeking a dynamic, collaborative, and motivated Neuro-ophthalmologists to join the Division of Neuro-Ophthalmology. Responsibilities will include participating in the faculty practice of the Department of Ophthalmology, teaching medical students, residents, and fellows, and engaging in various educational and research activities. &nbsp; Successful candidates will be appointed to the full-time faculty at Columbia University’s Department of Ophthalmology with privileges at NewYork-Presbyterian Hospital. &nbsp;",Ophthalmology at CUMC/Associate Professor of Ophthalmology at CUMC/Professor of Ophthalmology at CUMC,Ophthalmology at CUMC/Associate Professor of Ophthalmology at CUMC/Professor of Ophthalmology at CUMC,New York Public
"Open Rank: Assistant Professor, Associate Professor, Professor: Division of Endodontics",https://apply.interfolio.com/169552,NY,Faculty,Columbia University,"Columbia University, NY","The Columbia University College of Dental Medicine is seeking a candidate to join the Section of Cariology &amp; Restorative Sciences. Candidate can hold a full-time or part-time appointment with rank to commensurate with candidates’ qualification and experience. The successful candidate will be a collaborative faculty member who brings academic stature, clinical excellence and a demonstrated commitment to mentoring and education.&nbsp; Responsibilities Include:&nbsp; Pre-doctoral and post-doctoral didactic and clinical education and training for dental students.&nbsp; Clinical supervision of patient care &nbsp;",,,New York Public
Open Rank: Assistant Professor/ Associate Professor/Professor- Family Nurse Practitioner (Program Director)(Non-Tenured),https://apply.interfolio.com/163985,NY,Faculty,Columbia University,"Columbia University, NY","The faculty &amp; staff of Columbia University School of Nursing welcome you to a tradition of excellence in nursing education, clinical practice &amp; research that spans more than a century.&nbsp; We represent the very best in quality &amp; innovation within an academic environment.&nbsp; Our focus is on building evidence for effective practice and translating that evidence-based knowledge to practice &amp; policy environments. Located in New York City, Columbia University offers rich opportunities with an infrastructure that provides the foundation for scholarly success.&nbsp; Columbia Nursing is a close-knit &amp; collaborative team that partners on research, education &amp; clinical experiences, and shares a vision for the future of healthcare in this country. We are internationally known &amp; clinically unrivaled with recognition for excellence in research &amp; curricular advancements as part of one of the world’s most renowned medical centers.&nbsp; Our faculty thrive in our new state-of-the-art building that includes a two-story simulation center.&nbsp; A career with Columbia Nursing has never been so inviting!&nbsp; We are currently recruiting a Family Nurse Practitioner to lead and teach in the Family Nurse Practitioner specialty DNP program as well as serve as the Program Director. The incoming faculty will teach and maintain an active clinical practice, taking advantage of our resource allocation plan (percentage of time for teaching &amp; practice is individually determined).&nbsp; The combination of teaching &amp; practice is a fundamental component of our educational mission.&nbsp; &nbsp; Columbia University offers a competitive salary &amp; outstanding benefits package.&nbsp; The selected individual will receive an academic appointment commensurate with credentials &amp; qualifications.&nbsp; (This is a non-tenured faculty position.) &nbsp;",,,New York Public
